# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "-a" "chr19.gtf" "-o" "raw_counts.txt" "sample1_sorted.bam" "sample2_sorted.bam" "control1_sorted.bam" "control2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	sample1_sorted.bam	sample2_sorted.bam	control1_sorted.bam	control2_sorted.bam
ENSMUSG00000054874	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5714663;5714666;5714668;5715264;5715357;5715357;5715357;5715444;5715736;5715736;5715736;5715736;5716019;5716178;5716178;5716178;5716178;5716537;5716537;5716537;5716537;5716537;5716863;5716863;5716863;5716863;5717177;5717177;5717177;5717407;5717407;5717407;5721551;5721551;5721551;5722475;5722475;5722475;5722786;5722786;5722786;5723253;5723253;5723253;5723320;5723508;5723508;5723508;5723508;5724905;5724905;5724905;5724951;5725388;5725388;5725388;5725388;5727153;5727153;5727153;5727153;5727434;5727434;5727434;5727434;5727648;5727648;5727648;5727648;5728671;5728671;5728671;5728671;5728940;5728940;5728940;5728940;5729011;5729388;5729388;5729388;5729388;5729388;5729431;5729598;5729598;5729598;5729598;5729598;5729598;5729962;5729996;5729996;5729996;5729996;5729996;5730271;5730271;5730271;5730271;5730271;5731460;5731460;5731460;5731460;5731460;5731460;5733305;5733305;5733305;5733335;5733335;5733769;5733816;5733816;5733816;5733816;5734318;5734318;5734318;5734318;5734577;5734577;5734577;5734577;5735120;5735120;5736459;5736459;5736655;5736655;5736655;5737147;5737147;5737479;5737479;5737479;5738025;5738025;5738025	5715275;5715275;5715275;5715869;5715655;5715655;5715655;5715655;5715869;5715869;5715869;5715869;5716452;5716226;5716452;5716452;5716452;5716554;5716767;5716767;5716767;5716767;5717010;5717010;5717010;5717010;5717280;5717280;5717280;5717637;5717637;5717637;5721804;5721804;5721804;5722690;5722690;5722690;5722844;5722844;5722844;5723382;5723382;5723382;5723382;5723616;5723616;5723975;5723616;5725082;5725082;5725082;5725082;5725532;5725532;5725532;5725532;5727195;5727303;5727303;5727303;5727526;5727526;5727526;5727526;5727753;5727753;5727753;5727753;5728780;5728780;5728780;5728780;5729031;5729031;5729031;5729031;5729031;5729498;5729498;5729498;5729498;5729498;5729498;5729769;5729769;5729605;5729769;5729769;5729769;5730424;5730028;5730028;5730028;5730028;5730028;5730424;5730424;5730424;5730424;5730424;5731564;5731602;5731620;5731581;5731581;5731581;5733371;5733440;5733440;5733440;5733440;5733906;5733901;5733906;5733906;5733906;5734496;5734496;5734496;5734496;5734700;5734697;5734700;5734700;5736247;5736247;5736554;5736554;5737246;5736694;5736694;5737246;5737246;5737666;5737666;5737666;5738723;5738177;5738936	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8757	197	480	407	776
ENSMUSG00000025091	19;19;19;19;19;19;19;19;19;19;19;19	58748151;58748785;58749998;58750682;58751761;58753160;58754694;58756996;58759766;58762502;58763570;58765850	58748308;58748939;58750123;58750816;58751872;58753279;58754813;58757114;58759895;58762613;58763737;58765966	+;+;+;+;+;+;+;+;+;+;+;+	1572	4	0	2	3
ENSMUSG00000098568	19	5729032	5729104	-	73	0	0	0	0
ENSMUSG00000118320	19;19;19	29065003;29065855;29067514	29065057;29066101;29067655	-;-;-	444	0	0	0	0
ENSMUSG00000026931	19;19;19;19;19;19;19;19;19;19;19;19	58774235;58774428;58774646;58774646;58775967;58775967;58777511;58777511;58781168;58781168;58781429;58782813	58774558;58774558;58774743;58774743;58776153;58776153;58777729;58777729;58781228;58781228;58781715;58782893	-;-;-;-;-;-;-;-;-;-;-;-	1257	2	0	0	3
ENSMUSG00002076056	19	58775040	58775123	-	84	0	0	0	0
ENSMUSG00000091410	19	58778627	58779007	+	381	891	1134	1187	1597
ENSMUSG00000024785	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	29078775;29078775;29093123;29093123;29095625;29095625;29098670;29098670;29099166;29099166;29105399;29105399;29108050;29108050;29111800;29111800;29120542;29120547	29079040;29079040;29093194;29093194;29095800;29095800;29098744;29098744;29099290;29099290;29105524;29105524;29108206;29108206;29111903;29111903;29121243;29121329	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1889	286	368	454	505
ENSMUSG00000004054	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5738770;5739065;5739162;5739505;5739505;5739717;5739717;5739717;5740525;5742923;5745189;5745189;5745189;5745525;5745525;5745525;5745760;5745760;5746035;5746035;5746712;5746712;5747372;5747372;5747586;5747586;5749902;5750618;5750618;5752035;5752035	5738858;5739294;5739540;5739540;5739540;5740007;5741016;5740032;5741016;5743049;5745369;5745369;5745369;5745579;5745673;5745673;5745935;5745935;5746278;5746278;5746825;5746825;5747507;5747507;5747677;5747677;5749970;5750998;5750998;5752885;5752893	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4393	280	445	357	626
ENSMUSG00000065556	19	29112679	29112775	+	97	0	0	0	0
ENSMUSG00000118077	19;19	5739264;5739886	5739710;5740038	-;-	600	0	0	3	1
ENSMUSG00000068466	19	29137518	29138162	+	645	1141	1360	1541	1472
ENSMUSG00000024936	19;19;19;19;19;19;19;19;19;19	5754395;5754999;5755049;5755595;5756095;5756095;5756095;5756731;5756731;5756731	5754822;5755219;5755219;5755705;5756493;5756493;5756493;5757137;5757129;5757129	+;+;+;+;+;+;+;+;+;+	1566	4	2	0	2
ENSMUSG00000025092	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	58784182;58788114;58788130;58789245;58789245;58789245;58792898;58793833;58794458;58797330;58797882;58808151;58809432;58809432;58809432;58809432;58809468;58810496;58810496;58810496;58810496;58810496;58813683;58813683;58813683;58813683;58813740;58815988;58815988;58815988;58815988;58815988;58815988;58816685;58816685;58816685;58816685;58816685;58834465;58848819;58849279;58849279;58849279;58915272;58917076;58920322;58920322;58920322;58931888;58931888;58931888	58788430;58788430;58788430;58789691;58789348;58789348;58793156;58793937;58794544;58798053;58798053;58808809;58809548;58809548;58809548;58809548;58809548;58810600;58810600;58810600;58810553;58810600;58813869;58813869;58813869;58813869;58813869;58816112;58816112;58816112;58816112;58816112;58816112;58816770;58816770;58816770;58816770;58816770;58834877;58849070;58849399;58849444;58849416;58915870;58917394;58920415;58920415;58920415;58932055;58932086;58932086	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9192	2210	4272	2743	4777
ENSMUSG00000092813	19	58900105	58900191	-	87	0	0	0	0
ENSMUSG00000048029	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	58931857;58931857;58933963;58933966;58935084;58935084;58941569;58941569;58941609;58943575;58943575;58943575;58943850;58943850;58943850;58943888;58946019;58946019;58946019;58946019;58947438;58947438;58947438;58947438;58948555;58948555;58948555;58948555;58951214;58951214;58951214;58951214;58952810;58952810;58952810;58952871;58956934;58956934;58956934;58956934;58957505;58957505;58957505;58957505;58959048;58959048;58959048;58959084	58932053;58932053;58934094;58934094;58935274;58935274;58941723;58941723;58941723;58943744;58943744;58943744;58943981;58943981;58943981;58943981;58946072;58946072;58946072;58946072;58947494;58947494;58947494;58947494;58948722;58948722;58948722;58948722;58951339;58951339;58951339;58951339;58953005;58953005;58953005;58953005;58957001;58957001;58957001;58957001;58957622;58957622;58957622;58957622;58959851;58959365;58959853;58959849	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2570	28	40	27	26
ENSMUSG00000024789	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	29229228;29229228;29229239;29229837;29229841;29239583;29239583;29239583;29239583;29248751;29248751;29248751;29248751;29252402;29252402;29252402;29252402;29254150;29254150;29254150;29254150;29259717;29259717;29259717;29259717;29260942;29260942;29260942;29260942;29262237;29262237;29262237;29262237;29263701;29263701;29263701;29263701;29265301;29265301;29265301;29265301;29266074;29266074;29266074;29266074;29268567;29268567;29268567;29268567;29272256;29272256;29272256;29272256;29273042;29273042;29273042;29273042;29273910;29273910;29273910;29275693;29275693;29275693;29275988;29275988;29275988;29276879;29276879;29276879;29278309;29278309;29278309;29279012;29279012;29279012;29279299;29279299;29279299;29286995;29286995;29286995;29288328;29288328;29288328;29289141;29289141;29289141	29229518;29229518;29229518;29229919;29229919;29239833;29239833;29239833;29239833;29248874;29248874;29248874;29248874;29252519;29252519;29252519;29252519;29254295;29254295;29254295;29254295;29260038;29260038;29260038;29260038;29261061;29261061;29261061;29261061;29262394;29262394;29262394;29262394;29263812;29263812;29263812;29263812;29265487;29265487;29265487;29265487;29266201;29266201;29266201;29266201;29268701;29268701;29268701;29268701;29272343;29272343;29272343;29272343;29273169;29273169;29273169;29273091;29274048;29274048;29274048;29275844;29275844;29275844;29276138;29276138;29276138;29277015;29277015;29277015;29278498;29278498;29278498;29279136;29279136;29279136;29279471;29279471;29279471;29287112;29287112;29287112;29288441;29288441;29288441;29290480;29290480;29289740	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5030	82	103	175	154
ENSMUSG00000050957	19;19	29298744;29302445	29299139;29302756	-;-	708	10	3	3	3
ENSMUSG00000039097	19;19;19	29308570;29309107;29311786	29311952;29309566;29312070	-;-;-	3501	8	9	3	20
ENSMUSG00000041362	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	58961788;58961928;58978621;58983450;58988325;58988325;58992272;58992272;58996139;58998197;58998197;59003959;59003959;59003959;59007237;59007237;59007237;59010608;59010608;59010608;59016587;59016587;59016587;59020605;59020605;59020605;59023476;59023476;59023476;59026654;59026654;59026654;59030294;59030294;59039266;59039266;59049063;59049063;59063887;59063887	58963640;58963640;58978813;58983570;58988378;58988378;58992381;58992381;58998279;58998279;58998279;59004058;59004058;59004058;59007390;59007390;59007390;59010754;59010754;59010754;59016681;59016681;59016681;59020686;59020686;59020686;59023573;59023573;59023573;59026717;59026822;59026822;59030388;59030388;59039326;59039326;59049115;59049115;59064532;59064501	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6172	322	422	478	434
ENSMUSG00000118377	19	59076003	59077386	+	1384	161	176	182	256
ENSMUSG00000006270	19;19;19;19;19	59154619;59155030;59155340;59156903;59158221	59155206;59155206;59155412;59157090;59158488	-;-;-;-;-	1117	0	0	4	0
ENSMUSG00000117834	19	59169087	59169864	+	778	16	19	19	27
ENSMUSG00000040901	19;19;19	59207646;59213843;59223242	59208421;59213971;59225806	+;+;+	3470	2	2	0	0
ENSMUSG00000101630	19;19	59247944;59249741	59248510;59249851	-;-	678	1	0	0	0
ENSMUSG00000016495	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	29325999;29326077;29326105;29327760;29327760;29327797;29328434;29328444;29328444;29328444;29328528;29335717;29335717;29335717;29335717;29335717;29335776;29338217;29338217;29338217;29338217;29338217;29338217;29338254;29338442;29339065;29339197;29339197;29339197;29339197;29339274;29339489;29341164;29341164;29341475;29342208;29344606;29344606	29326405;29326405;29326405;29327869;29327869;29327869;29328574;29329265;29328574;29328574;29328574;29335803;29335803;29335803;29335803;29335803;29335803;29338327;29338807;29338327;29338327;29338327;29338327;29338327;29338539;29339224;29339539;29339370;29339273;29339370;29339539;29339539;29341862;29341299;29342275;29342275;29344790;29344708	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3799	178	152	223	144
ENSMUSG00000025094	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	59249328;59249391;59249753;59251372;59251372;59261314;59261314;59261599;59261647;59261963;59262746;59262926;59263048;59264922;59264922;59272531;59272531;59272779;59272779;59273691;59273691;59275481;59275481;59275734;59275734;59282244;59282244	59249450;59249885;59249885;59251723;59251723;59261372;59261372;59263108;59261730;59262055;59262835;59262969;59263108;59265017;59265017;59272609;59272609;59272830;59272830;59273754;59273754;59275600;59275600;59275867;59275867;59283675;59284444	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5225	81	96	200	171
ENSMUSG00000016496	19;19;19;19;19;19;19	29344855;29349854;29350958;29357704;29359876;29361484;29362790	29344906;29349919;29351299;29357988;29359986;29361543;29365495	+;+;+;+;+;+;+	3622	66	56	31	42
ENSMUSG00000117964	19;19;19;19	29350817;29355650;29356788;29361764	29351072;29360010;29356991;29361871	-;-;-;-	4725	1	3	3	3
ENSMUSG00000074746	19;19;19;19;19	59285610;59293590;59303690;59316183;59333151	59290140;59293752;59303792;59316305;59334212	-;-;-;-;-	5982	182	257	221	286
ENSMUSG00000067038	19	59310803	59311198	+	396	1542	1232	1464	1328
ENSMUSG00000118276	19	59326008	59326401	+	394	0	0	2	0
ENSMUSG00000110210	19;19;19;19;19	59378216;59385352;59385597;59385805;59387458	59378357;59385484;59385680;59385899;59387639	+;+;+;+;+	636	2	0	1	2
ENSMUSG00000043969	19;19;19;19;19;19;19	59446804;59447951;59450094;59451234;59452312;59452312;59452312	59448056;59448056;59450278;59451319;59453785;59453789;59452647	+;+;+;+;+;+;+	3002	73	99	188	162
ENSMUSG00000100119	19;19;19;19;19	59481568;59481989;59544741;59545861;59546453	59481694;59482076;59544852;59545989;59547823	+;+;+;+;+	1827	0	0	0	1
ENSMUSG00000118118	19	59528883	59529410	+	528	0	1	0	0
ENSMUSG00000016498	19;19;19;19;19;19;19;19;19;19;19	29388319;29399459;29399771;29414630;29414630;29423319;29423319;29431865;29431865;29447916;29447916	29388541;29399838;29399838;29414935;29414935;29423588;29423588;29432000;29432000;29448552;29448561	+;+;+;+;+;+;+;+;+;+;+	1961	0	0	0	0
ENSMUSG00000118031	19;19	59649755;59668820	59649837;59669638	+;+	902	0	0	0	0
ENSMUSG00000118190	19	59679166	59679532	+	367	0	0	0	0
ENSMUSG00000090965	19;19	59884673;59887019	59886213;59889494	-;-	4017	0	0	3	0
ENSMUSG00000040022	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	59891316;59892128;59895348;59895368;59901835;59901835;59901835;59924038;59924038;59924038;59925420;59925420;59925420;59931080;59931080;59931942	59895575;59894726;59895575;59895575;59901880;59901880;59901880;59924506;59924506;59924506;59925862;59925862;59925862;59931432;59931796;59932086	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6080	73	141	202	135
ENSMUSG00000091378	19;19	59932154;59934738	59932203;59936830	+;+	2143	5	4	2	0
ENSMUSG00000118291	19;19	60067864;60075685	60070021;60076089	+;+	2563	110	57	24	33
ENSMUSG00000118166	19	60081892	60082363	-	472	45	38	39	39
ENSMUSG00000057858	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	60187018;60187331;60187347;60187679;60187867;60188401;60188402;60188402;60188402;60188402;60188402;60201105;60201105;60201105;60201105;60201105;60201105;60208472;60208472;60208472;60208472;60208472;60208762;60208762;60208762;60208762;60208762;60208922;60208922;60209486;60209486;60209486;60209486;60209486;60210943;60213297;60214664;60214664;60214742;60215076;60215076;60215076	60187919;60187919;60187919;60187919;60187919;60188508;60188508;60188508;60188508;60188508;60188508;60201194;60201194;60201194;60201194;60201194;60201194;60208571;60208571;60208571;60208571;60208571;60208792;60208792;60208792;60208792;60208792;60209009;60209009;60209736;60209736;60209736;60209736;60209736;60215126;60213331;60215109;60215129;60215101;60215129;60215133;60215118	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5761	170	208	375	241
ENSMUSG00000043623	19;19	60214766;60214886	60214883;60216110	+;+	1343	2	0	2	1
ENSMUSG00000099678	19;19	60230285;60231817	60230646;60232013	+;+	559	0	0	0	0
ENSMUSG00000045052	19	60455170	60456742	-	1573	0	0	0	0
ENSMUSG00000024937	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5757404;5758077;5758078;5758083;5758354;5758584;5758584;5758584;5758584;5758584;5758786;5758786;5758786;5758786;5758786;5760239;5760239;5760239;5760239;5760239;5760602;5760602;5760602;5760602;5760602;5760821;5760821;5760821;5760821;5760997;5760997;5760997;5760997;5765824;5765824;5765824;5765824;5765824;5766416;5766924;5766924;5766924;5766924;5766924;5766924;5767067;5767067;5767067;5767067;5767067;5767067;5767690;5769976;5770213;5770592;5770592;5770592;5770714;5770714;5770837;5770837;5770837;5770837;5770837;5771000;5771470;5771470;5771470;5771470;5771470;5771695;5771695;5771695;5771695;5771695;5771985;5771985;5771985;5771985;5771985;5772674;5772674;5772674;5772674;5772674;5772978;5772978;5772978;5772978;5772978;5775945;5775945;5775945;5775945;5775945	5758453;5758453;5758453;5758453;5758453;5758698;5758698;5758698;5758698;5758698;5758859;5758859;5758859;5758859;5758859;5760397;5760338;5760338;5760338;5760338;5760698;5760725;5760725;5760725;5760725;5760876;5760876;5760876;5760876;5761066;5761066;5761066;5761066;5766522;5766522;5766522;5766522;5766522;5766522;5766972;5766972;5766972;5766972;5766972;5766972;5767731;5767224;5767224;5767224;5767224;5767224;5770435;5770435;5770435;5770754;5770754;5770754;5770754;5770754;5770905;5770905;5770905;5770905;5770905;5771035;5771612;5771612;5771612;5771612;5771612;5771873;5771873;5771873;5771873;5771873;5772038;5772038;5772038;5772038;5772038;5772769;5772769;5772769;5772769;5772769;5773035;5773035;5773035;5773035;5773035;5776309;5776303;5776298;5776298;5776345	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6964	299	280	258	491
ENSMUSG00000024939	19;19;19;19;19;19	5778115;5778115;5778115;5779265;5779265;5779265	5778906;5778896;5778857;5779661;5779681;5779679	-;-;-;-;-;-	1209	0	0	0	0
ENSMUSG00000118125	19;19;19;19;19	5778116;5779265;5781269;5781472;5781704	5778896;5780740;5781353;5781623;5781741	-;-;-;-;-	2532	39	41	68	105
ENSMUSG00000038658	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	29499682;29499735;29499782;29510565;29510565;29510565;29510636;29518656;29518656;29518656;29518656;29539385;29539385;29539385;29539385;29544620;29544620;29544620;29544885;29544885;29544885;29546742;29546742;29546742;29548146;29548146;29548146;29552132;29552132;29552132;29553254;29553254;29553254;29554983;29554983;29554983;29557165;29557165;29557165;29561575;29561575;29561867;29563181;29563181;29563940;29563940;29565108;29565108;29572199;29572199;29572671;29572671;29572928;29574660;29575147;29575147;29575245;29575390;29575390;29575390;29575390;29577232;29577232;29577232;29577232;29577232;29578218;29578218;29578218;29578218;29579673;29579673;29579673;29579673;29579992;29579992;29579992;29579992;29581261;29581261;29581261;29581261;29582046	29500066;29500066;29500066;29510672;29510672;29510672;29510672;29518735;29518735;29518735;29518735;29539492;29539492;29541021;29539492;29544762;29544762;29544762;29545021;29545021;29545021;29546833;29546833;29546833;29548234;29548234;29548234;29552276;29552276;29552276;29553302;29553302;29553302;29555135;29555135;29555135;29557368;29558889;29557368;29561613;29561613;29561977;29563270;29563270;29564100;29564100;29565246;29565246;29572315;29572315;29573399;29573399;29573399;29575305;29575305;29575305;29575305;29575526;29575526;29575526;29575526;29577297;29577518;29577518;29577518;29577518;29578409;29578409;29578409;29578409;29579850;29579850;29579850;29579850;29580180;29580180;29580180;29580180;29581632;29581600;29582585;29584229;29583296	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10727	284	402	624	466
ENSMUSG00000079478	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5780331;5780335;5780335;5780439;5780920;5781162;5781269;5781269;5781269;5781467;5781472;5781472;5781472;5781704;5781704;5781704	5780740;5780740;5780740;5780740;5781353;5781353;5781353;5781688;5781353;5781623;5781623;5781503;5781623;5781727;5781760;5781755	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1236	5	3	1	1
ENSMUSG00000033417	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	60513134;60515766;60517479;60517903;60517903;60517903;60522121;60522574;60522574;60525852;60525852;60531448;60531448;60531448;60531474;60533884;60533884;60533884;60533884;60551600;60551600;60551600;60552606;60552606;60552606;60568766;60568766;60568766	60517525;60517525;60517525;60517946;60517946;60517946;60522712;60522712;60522712;60525987;60525941;60531550;60531550;60531550;60531550;60534460;60533979;60533979;60533979;60551702;60551702;60551702;60552732;60552732;60552732;60569411;60569393;60569463	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6772	444	761	745	946
ENSMUSG00002075851	19	60568967	60569055	+	89	0	0	0	0
ENSMUSG00000117790	19;19;19	60599725;60610748;60613931	60599909;60610814;60614223	+;+;+	545	0	0	0	0
ENSMUSG00000072437	19	60744425	60748352	+	3928	124	130	279	267
